fungal	fungus
ascribe	describe
scribe	ascribe
compose	composed
composed	composer
jar	josh
job	josh
jog	josh
josh	jot
jet	jute
jot	jute
joule	jute
juice	jute
juke	jute
jut	jute
every	reverie
referee	reverie
decoration	declaration
jade	jail
jay	jade
guinea	gurney
gunny	gurney
gurney	tourney
bonny	tawny
tawny	teeny
tawny	toffee
tawny	tinny
tawny	tourney
tawny	tunny
acrobatic	acrobatics
ghoulish	girlish
ghoulish	goulash
amuse	amused
amused	unused
corny	cornea
cornea	corneal
corny	corneal
corneal	cornel
corgi	corny
accusing	amusing
comedian	comedienne
ionic	ironic
irony	tyranny
dent	gent
gent	jest
jet	gent
bagging	lagging
lacking	lagging
lagging	flagging
lagging	laughing
lagging	lashing
lacking	lapping
lagging	lapping
lapping	clapping
lapping	flapping
lapping	laughing
lapping	leaping
lapping	lashing
cynic	scenic
cynic	sonic
cynic	sinning
tickle	trickle
monarch	monarchy
sullen	sultan
reckon	redden
conceal	conceit
concede	conceit
conceit	conceive
unreal	unseal
unseal	conceal
unseal	unseen
dipstick	lipstick
fatal	natal
nasal	natal
natal	naval
natal	navel
cosy	mosey
cozy	mosey
mosey	nosy
hobby	knobby
knob	knobby
knobby	lobby
knobby	snobby
knobby	knotty
snobby	snobbery
nosed	posed
pose	posed
posed	poser
basso	lasso
horror	horrors
action	auction
ashen	action
action	faction
review	preview
terrifying	verifying
unit	unity
cloak	cloaked
headdress	headrest
jewel	jeweler
penal	renal
regal	renal
clouded	crowded
industrial	industrious
predictive	productive
unassailable	unavailable
boob	booby
booby	boogie
booby	booty
booby	ruby
booby	bootie
booby	boozy
buoy	booby
boomer	boozer
booze	boozer
boozer	buzzer
boozer	loser
boozer	user
boozer	boozy
among	amuck
muck	amuck
scatter	scattered
spread	spreader
disparate	dispersed
parish	perish
club	clubby
council	counselor
counsel	counselor
collaborate	collaborator
bluster	fluster
cluster	fluster
flutter	fluster
luster	fluster
collection	connection
collecting	collective
collective	connective
elaboration	collaboration
join	joiner
joined	joiner
joiner	joint
lesion	legion
amber	ember
ember	member
scrod	squad
grouper	trooper
troop	trooper
trooper	troops
troupe	trooper
horrid	torrid
fuel	feudal
haughty	naughty
haughty	hoary
alder	alter
alter	altered
alter	falter
alter	halter
socialite	socialize
discord	discourse
talk	talks
talker	talks
talks	tax
toss	talks
faux	talks
talkie	talks
talks	talky
talks	tux
angled	mangled
mangle	mangled
barb	garb
garb	guard
gob	garb
gob	gobs
intact	interact
humanity	humanities
number	numbers
village	villager
penal	venal
renal	venal
venal	vernal
galley	gangly
confidant	confidante
confidante	confident
confidence	confident
prowl	prowler
alert	avert
assert	avert
buzzer	buzzard
clock	clocks
lox	clocks
alarmed	unarmed
flab	flabby
flabby	flashy
godly	goodly
goody	goodly
clamor	slammer
glamour	slammer
slacker	slammer
slam	slammer
slammer	stammer
wacky	whammy
wham	whammy
brag	bragger
imitation	irritation
thrash	thrasher
thrasher	thresher
baring	bearish
bearing	bearish
bearish	perish
baring	burying
bearing	burying
backing	racking
lacking	racking
packing	racking
racking	ranking
racking	reeking
racking	whacking
racking	wrecking
bagging	bragging
bagging	sagging
lagging	sagging
banish	banning
batting	battering
fireman	wireman
emergence	emergency
mellow	mellowed
malady	melody
jazz	jazzy
jazzy	jersey
hominy	harmony
contemporary	contemporaries
auction	option
acoustic	acoustics
bagpipe	bagpiper
harmonic	harmonica
harmonic	harmonics
harmonica	harmonics
encore	onshore
grunge	grungy
lessening	listening
lessening	loosening
listening	loosening
alum	album
alum	atom
composer	composure
fiddler	idler
idle	idler
idol	idler
idyll	idler
munition	musician
punk	punks
radio	ratio
rocker	rockers
recur	wrecker
rocker	wrecker
wreck	wrecker
wrecked	wrecker
synthesize	synthesizer
chance	chant
chance	trance
myelin	violin
oozing	using
using	musing
boozing	buzzing
oozing	boozing
boozing	using
brattle	prattle
rattle	prattle
babble	rabble
dabble	rabble
rabble	ramble
rabble	rattle
rabble	rebel
rabble	rubble
rabble	rabid
rabble	razzle
baffle	raffle
rabble	raffle
raffle	rattle
raffle	ruffle
raffle	razzle
rattle	rattled
rattle	rattler
rattled	rattler
squeak	squeaker
squeak	squeaky
squeaker	squeaky
collected	connected
cease	cerise
cerise	serene
cerise	surreal
saran	scan
saran	serene
saran	span
solace	solemn
solace	solid
solemn	slalom
subtle	scuttle
dowdy	dowry
dower	dowry
downy	dowry
dowry	jury
primal	primus
squall	squawk
squall	squeal
scheme	schemer
schemer	screamer
skier	schemer
schemer	skimmer
schemer	steamer
screamer	screener
screen	screener
planning	planting
proclaim	proclaimed
suspicion	suspicious
goatee	gouty
gout	gouty
annoy	annoyed
annoyed	avoid
footing	outing
hammock	havoc
haddock	havoc
hitting	pitting
knitting	pitting
picking	pitting
pinning	pitting
pitting	sitting
pitting	witting
sitting	sifting
pitting	spitting
sighting	spitting
sitting	spitting
spinning	spitting
sinking	winking
inning	thinning
pinning	thinning
sinning	thinning
thinning	winning
siphon	stiffen
listen	listener
learning	turning
turning	yearning
around	aroused
arouse	aroused
bound	abound
bound	bounds
bounder	bounds
eloquence	eloquent
affluent	effluent
fluent	effluent
lector	lectern
cedar	seizure
sealer	seizure
seeker	seizure
chassis	chatty
focus	locus
local	locus
capacitor	capacity
rabble	ruble
rebel	ruble
rubble	ruble
innate	inmate
confer	confirm
firm	affirm
concur	confer
dell	jell
dwell	jell
gem	jell
jell	jelly
jell	jet
jell	joule
heap	heaps
heaps	hops
heaps	hoops
doge	loge
literate	illiterate
liberal	literal
literal	literate
little	literal
linguistic	linguistics
languid	language
address	addressee
dressy	addressee
dictate	dictator
communicate	communicator
communique	communicate
communication	communications
pronounce	pronounced
accord	adored
adore	adored
adored	adorn
adored	afford
adored	award
aboard	adored
align	malign
liable	viable
arson	oxen
oxen	toxin
binding	blinding
catalog	cataloger
copyright	copywriter
deter	auditor
auditor	editor
ending	mending
mending	sending
bending	mending
lending	mending
mending	rending
ending	pending
mending	pending
pending	sending
pending	spending
bending	pending
lending	pending
pending	rending
bending	tending
ending	tending
lending	tending
mending	tending
pending	tending
rending	tending
sending	tending
tending	attending
bending	vending
ending	vending
lending	vending
mending	vending
pending	vending
rending	vending
sending	vending
tending	vending
illustrate	illustrator
index	indexer
instruction	instructions
annual	manual
publish	published
published	publisher
mythology	pathology
next	vexed
sexed	vexed
text	vexed
vest	vexed
vex	vexed
idle	tidal
idol	tidal
idyll	tidal
tidal	title
title	titled
penis	venous
venal	venous
affect	elect
effect	elect
felon	felony
lawless	flawless
banded	bandit
murder	marauder
maraud	marauder
captain	caption
captain	capstan
emerge	image
merge	emerge
examine	examiner
inspection	insurrection
observe	observed
observed	observer
perceive	perceived
regard	retard
supervise	supervisor
chaff	chasse
chap	chasse
chasse	chance
chasse	chat
chasse	chess
chasse	chassis
deficit	definite
certainly	certainty
amuck	schmuck
muck	schmuck
shuck	schmuck
banner	banter
batter	banter
fixture	mixture
bourbon	turban
herbal	urban
urban	bourbon
urban	turban
bobbin	bourbon
bobbin	robin
baleen	saline
saline	salon
saline	saloon
temblor	tumbler
boggle	toggle
goggle	toggle
toddle	toggle
banyan	canyon
forge	forged
forge	forger
forged	forger
forger	forgery
arouse	carouse
cows	carouse
from	frump
rump	frump
frump	trump
frump	frumpy
frump	grump
serpent	servant
befall	before
peeled	peeved
peeve	peeved
expend	extend
etch	etched
acclaim	aflame
flame	aflame
fever	fevered
furnace	firmness
abject	object
thing	thawing
thong	thawing
detail	detailed
detailed	details
eject	deject
deject	reject
assist	desist
deceased	desist
weedy	weepy
weeny	weepy
weep	weepy
weepy	whoopee
cripple	triple
ripple	triple
tipple	triple
trickle	triple
empire	umpire
hatched	patched
matched	patched
patch	patched
patched	pitched
catchy	patchy
patch	patchy
patched	patchy
patchy	peachy
manage	manager
proprietor	propriety
card	carved
carve	carved
regular	irregular
odd	odds
odds	wads
carnal	cornel
second	sectioned
section	sectioned
assess	recess
attest	detest
test	attest
nester	tester
pester	tester
test	tester
test	testy
tester	testy
bated	dated
data	dated
bated	fated
dated	fated
fatal	fated
bated	hated
dated	hated
fated	hated
hated	hatred
bated	mated
dated	mated
fated	mated
hated	mated
bated	weighted
dated	weighted
fated	weighted
hated	weighted
mated	weighted
weighted	wasted
concern	concerned
concerned	conserved
giving	living
gearing	giving
explore	explorer
nectar	sector
lector	nectar
necked	nectar
nectar	nester
prick	pyrrhic
fond	frond
friend	frond
candor	condor
condor	ponder
condor	wander
condor	yonder
ponder	yonder
wander	yonder
ermine	sermon
ermine	urban
madam	madden
madame	madden
madden	sadden
sadden	sodden
sodden	sudden
summon	summons
measure	measured
crab	crabbed
crabbed	crabby
crab	crabs
crabbed	crabs
crabby	crabs
beard	sheared
geared	sheared
seared	sheared
shard	sheared
shared	sheared
shear	sheared
sheer	sheared
sheared	weird
crimp	scrimp
scrip	scrimp
skimp	scrimp
spend	spurned
spurn	spurned
lover	lubber
lubber	blubber
lubber	lumber
lubber	rubber
strange	stranger
danger	manger
major	manger
mange	manger
manger	ranger
arrange	arranger
arranger	danger
arranger	manger
arranger	ranger
drilling	thrilling
national	rational
rational	irrational
panic	panicked
panic	panicky
panicked	panicky
rarefied	terrified
rarefied	verified
terrified	verified
verify	verified
threaten	threatened
presence	present
milch	zilch
limber	timbre
timed	trimmed
trim	trimmed
trimmed	trimmer
charge	charger
charged	charger
cessation	sensation
acre	acres
acres	knickers
position	opposition
enema	enemy
ascension	attention
ascension	essential
belie	rely
bequest	request
request	requester
rewire	require
yawning	yearning
panting	planting
daunt	jaunt
gent	jaunt
jaunt	jaunty
jaunt	joint
gist	joist
joint	joist
govern	governor
leader	leaders
manned	mannered
manner	mannered
mannered	manners
manor	mannered
occasional	occasionally
billiard	billiards
fabled	labeled
label	labeled
replay	replace
change	changed
change	changer
changed	changer
minion	pinion
pillion	pinion
pinion	opinion
refer	prefer
defer	refer
refer	roofer
dibs	digs
interred	inward
inside	insider
incise	inside
incise	insight
incise	incised
inside	incised
excite	incite
incise	incite
incite	inside
incite	invite
homage	image
tribune	tribute
honor	honoree
honored	honoree
infer	infirm
inert	invert
insert	invert
inverse	invert
scanner	schooner
schooner	scooter
sooner	schooner
simmer	simper
simper	whimper
success	successor
appraise	apprise
prize	apprise
apprise	upright
apprise	uprise
prize	uprise
focus	focused
censor	censored
censored	centered
censored	sensory
sensor	censored
equal	sequel
overrate	overweight
clump	slump
lump	slump
plump	slump
slum	slump
slump	stump
sump	slump
courtly	portly
puffer	puffery
puffy	puffery
rotund	rotunda
pseudo	sumo
thickness	thinness
actor	factor
fact	factor
factor	factory
factor	faster
numeral	numerous
disarray	dismay
abreast	addressed
dressed	addressed
addressed	unrest
addressed	oppressed
addressed	undressed
undress	undressed
unrest	undressed
dozen	dozens
leggy	lessee
less	lessee
lessee	lesser
lessee	messy
lessee	lest
lessee	levee
untie	untied
untied	untidy
scrub	scrubbed
scrub	scrubber
scrubbed	scrubber
scrub	scrubby
scrubbed	scrubby
scrubber	scrubby
sleeper	sweeper
steeper	sweeper
sweep	sweeper
abused	unused
abused	amused
abused	accused
accuse	accused
accused	unused
accused	amused
cleaner	cleaners
earnest	honest
fading	lading
laying	lading
lading	raiding
lading	shading
laying	paying
paying	paving
paying	playing
paying	saying
laying	slaying
playing	slaying
saying	slaying
laying	weighing
paying	weighing
saying	weighing
weighing	wailing
weighing	waiting
weighing	waking
weighing	waving
citrus	nitrous
early	earthly
earthy	earthly
awaken	awakened
toughen	toughened
braiding	breaking
braiding	grading
raiding	braiding
fading	wading
lading	wading
raiding	wading
shading	wading
wading	wailing
wading	waiting
wading	waving
wading	waking
weighing	wading
prying	priming
barb	barbed
barbed	barber
barred	barbed
bard	barbed
entry	sentry
gnarl	gnarly
gnarl	nard
gnarl	gnarled
gnarled	gnarly
nard	gnarled
chamber	chambered
famed	tamed
maimed	tamed
shamed	tamed
tailed	tamed
tame	tamed
tamed	tamer
tamed	timed
tamed	trimmed
finding	founding
inefficient	insufficient
locking	blocking
calling	galling
galling	hauling
talking	toying
toying	toiling
toying	tying
casing	facing
kissing	casing
casing	racing
manufacture	manufacturer
front	affront
bolster	holster
fuel	futile
feudal	futile
fuel	fueled
kinetic	kinetics
fanatic	phonetic
kinetic	phonetic
insured	inured
masked	mascot
helot	helmet
helot	zealot
helot	pellet
deft	delft
craftsman	draftsman
breaker	breakers
bottler	butler
buster	bustier
crumple	crumpled
jar	ajar
jelly	jellied
jelly	jetty
jet	jetty
preserve	preserves
preserved	preserves
reserves	preserves
center	senator
centre	senator
senate	senator
roaster	roadster
bedroom	headroom
mobile	motile
motel	motile
motile	total
fleck	flex
flex	flux
flax	flex
bend	bends
dredge	drudge
drudge	grudge
drudge	judge
acme	acne
acne	hackney
lava	larva
blase	ablaze
blaze	ablaze
box	boxy
boxer	boxy
boxy	foxy
boxy	doxy
doxy	foxy
boxy	moxie
doxy	moxie
foxy	moxie
hearts	hertz
scarlet	starlet
starlet	starlit
destroy	destroyed
destroy	destroyer
destroyed	destroyer
sewing	soaking
soaking	smoking
stitch	stitched
embroider	embroidery
brawn	brawny
precious	preface
precious	premise
preface	premise
premise	promise
carat	carob
carob	caribou
carob	karat
caribou	marabou
gazelle	gazette
bunting	hunting
dotted	potted
potted	spotted
potted	rotted
affair	affairs
bigness	business
forum	foursome
stewing	stooping
stooping	stopping
teasing	teething
teeming	teething
cutting	putting
pitting	putting
putting	shutting
ravage	savage
efficient	deficient
deficient	sufficient
accelerate	accelerator
efficiency	deficiency
deficiency	sufficiency
efficiency	sufficiency
impatience	impatient
casing	pacing
facing	pacing
pacing	racing
pacing	paving
paying	pacing
racing	tracing
tracing	training
tracing	trailing
dashing	lashing
rubbing	rushing
running	rushing
rushing	brushing
snappy	snazzy
basset	tacit
facet	tacit
tacit	tassel
faster	fester
fester	foster
fester	pester
fetter	fester
fester	nester
fester	tester
lapse	lapsed
last	lapsed
inertial	initial
initial	initially
original	originally
precedence	precedent
winning	winnings
little	littler
little	whittle
tittle	whittle
whistle	whittle
whittle	wiggle
wander	wanderer
figment	pigment
crossroad	crossroads
visit	visitor
prime	primer
primed	primer
prior	primer
guess	guesser
guesser	guest
guesser	lesser
occasion	occasions
incite	indict
indict	insight
indict	invite
incident	insolent
cur	occur
costume	costumer
entertain	entertained
entertain	entertainer
entertained	entertainer
politic	politics
arch	larch
larch	march
larch	parch
stress	stressor
stressed	stressor
conquer	conqueror
laugher	logger
locker	logger
logger	luger
hammer	hammered
hammered	hazard
magnify	magnified
magnified	magnifier
magnify	magnifier
amble	shamble
gamble	shamble
ramble	shamble
bearish	garish
garish	perish
shrivel	shriveled
quarter	quarters
despot	desperate
jib	gibe
gibe	jive
jib	jibe
jibe	jive
derive	derived
across	lacrosse
settle	settled
settle	settler
settled	settler
equate	equator
dotted	knotted
knotted	potted
knotted	rotted
waiting	wasting
yours	yurt
locus	lotus
lotus	notice
noted	notice
notice	noticed
omen	roman
omen	showman
roman	showman
omen	yeoman
roman	yeoman
showman	yeoman
autograph	autographed
indication	vindication
statistic	statistics
nectar	vector
sector	vector
lector	vector
coloring	covering
smuggle	snuggle
ensure	insure
ensure	unsure
abode	unbowed
unbowed	unload
coming	humming
humming	numbing
domain	ptomaine
domain	romaine
ptomaine	romaine
dwell	dweller
mobile	mogul
mogul	motile
ogle	mogul
mortgage	mortgaged
residence	residency
residence	resonance
resident	resonant
resonance	resonant
thank	thanks
motherly	southerly
yawn	yawner
anoint	appoint
appoint	appointee
determine	determined
prefer	preferred
resolve	revolve
faithful	fateful
fatal	fateful
fateful	hateful
crew	accrue
accrue	screw
accrue	ecru
crew	ecru
ecru	screw
couple	coupled
double	doubled
double	doubles
doubled	doubles
random	ransom
random	tandem
deduction	reduction
deduction	seduction
abreast	obsessed
clunk	clunky
rank	ranked
eyebrow	highbrow
plug	plugged
flap	flaps
flapper	flaps
flaps	flats
lapse	flaps
flaps	flax
banish	vanish
depression	suppression
oppression	suppression
miser	mouser
major	majors
distract	district
decadence	decadent
indulgence	indulgent
pudding	pushing
pulling	pushing
defined	designed
design	designed
designed	designer
designed	desired
demand	remand
earless	peerless
fearless	peerless
heroic	heroics
concave	conclave
box	boxed
boxed	boxer
boxed	boxy
barium	burial
scorn	scorned
bandage	bandaged
shorten	shortened
snip	snips
neural	rural
grading	trading
trading	training
braiding	trading
raiding	trading
tracing	trading
trading	trailing
crawl	scrawl
scrawl	sprawl
scrawl	squall
stage	staged
croon	crooner
crooner	cruiser
jitney	jittery
jitters	jittery
percolate	percolator
perfume	perfumed
stanch	stench
stanch	staunch
staunch	stench
floored	florid
flora	florid
floral	florid
rent	rennet
rennet	senate
rennet	tenet
censor	censure
censure	center
censure	centre
censure	sender
censure	sensor
center	saunter
centre	saunter
saunter	sorter
dented	vented
scented	vented
incense	incensed
incest	incensed
sewage	sewerage
swell	swelled
weld	swelled
cancel	cancelled
cancel	consul
finished	furnished
furnish	furnished
finishing	furnishing
confide	confine
confine	confined
kneecap	recap
motivate	motivator
parlor	parser
parse	parser
spacious	spatial
driving	thriving
desert	deserter
desert	deserts
deserter	deserts
temper	tempera
temper	tempered
tempera	tempered
topical	tropical
banana	bonanza
leaden	lemon
leaden	lessen
leaden	lesson
leaden	redden
lawman	lemon
lawman	lumen
lemon	lumen
loosen	lumen
lumen	rumen
taxi	taxis
pollen	polyp
bulldoze	bulldozer
bring	brewing
execution	executioner
murder	murdered
murdered	murderer
barter	garter
darter	garter
garter	martyr
garter	tartar
march	marcher
martyr	marcher
memorial	immemorial
mortality	immortality
gird	girder
girder	murder
merge	merger
murder	merger
merger	murderer
merger	perjure
model	modeled
modeled	muddled
ration	rationed
fattened	flattened
flatten	flattened
flatten	platen
gamete	gamut
parent	pennant
peasant	pennant
penance	pennant
pennant	tenant
gunnery	nunnery
demote	devote
digging	dogging
puncture	punctured
livable	lovable
bootie	boutique
booty	boutique
fretful	fruitful
photographer	photography
picture	pictured
earnings	innings
inning	innings
innings	winnings
job	jobber
jobber	jogger
solid	solved
solve	solved
solved	solver
solid	stolid
banded	bended
ended	bended
report	retort
pupa	pupil
homeward	homework
lessen	lessened
lesson	lessened
lessened	loosened
demean	demeanor
harangue	harass
hearse	harass
harass	morass
geographer	geography
alignment	assignment
absent	absentee
schedule	scheduled
detection	detention
recess	reassess
recess	recessed
grading	grazing
grating	grazing
raising	grazing
suspend	suspender
instruct	instructor
reaching	teaching
taunting	tenting
tending	tenting
tenting	testing
arresting	testing
uniform	uniformed
bargain	barman
barman	carmine
material	immaterial
material	materiel
clawed	clogged
dismiss	dismissed
arcade	arcane
crackle	grackle
grackle	gravel
discharge	discharged
extinguish	extinguished
extinguish	extinguisher
extinguished	extinguisher
flaunt	flint
flinch	flinty
flint	flinty
carotene	kerosene
straddle	straggle
knockout	lockout
defector	detector
horseshoe	horseshoes
binge	hinge
binge	singe
binge	tinge
hinge	tinge
singe	tinge
tinder	tinge
knotted	netted
netted	nettle
ethyl	methyl
hooter	hoover
hoover	hover
hoover	whoever
hoover	mover
amateur	ammeter
agitate	agitator
searcher	suture
suitor	suture
teaser	tweezer
tenable	terrible
matriarchy	patriarchy
patriarch	patriarchy
disturb	disturbed
oxide	dockside
chirp	chirpy
chirpy	choppy
cardiac	carjack
laden	layman
layman	shaman
maximal	maximum
attract	detract
babbling	baffling
bundle	rundle
concession	conception
concession	confession
keeping	creeping
bingo	lingo
dingo	lingo
holding	molding
cursor	cursory
cursory	nursery
uterine	uterus
breeding	briefing
breeding	brooding
brewing	brooding
advance	advanced
forward	forwards
ahead	behead
leaving	thieving
screw	screwy
medium	tedium
tedious	tedium
insignificance	insignificant
imprison	imprisoned
teeny	teensy
relevant	irrelevant
hardy	hardly
bumbling	fumbling
fumbling	tumbling
bumbling	humbling
fumbling	humbling
humbling	tumbling
bumbling	mumbling
fumbling	mumbling
humbling	mumbling
mumbling	tumbling
bumbling	rumbling
fumbling	rumbling
humbling	rumbling
mumbling	rumbling
rumbling	tumbling
flick	phallic
tailing	tailoring
spree	esprit
esprit	osprey
spree	osprey
roofing	ruling
roofing	rooting
sharpen	sharpened
sharpen	tarpon
tarpon	tartan
byway	highway
intercession	intersection
intercession	interception
interception	intersection
grackle	grapple
grapple	gravel
gravel	grovel
hump	humped
humped	pumped
impose	imposed
inertia	inertial
momentous	momentum
allocation	application
regression	progression
collector	connector
connect	connector
hockey	hakim
scaling	skating
scaling	scathing
scathing	skating
renew	renewed
discover	discoverer
discovered	discoverer
discoverer	discovery
invent	inventor
inflation	inhalation
inhalation	innovation
freshen	freshman
evolutionary	revolutionary
rotting	yachting
alliance	reliance
fraction	traction
traction	attraction
arch	archer
arched	archer
archer	archery
archer	marcher
abridge	abridged
massage	massager
priest	preset
reset	preset
saddle	saddled
saddle	saddler
saddled	saddler
frame	framer
framed	framer
framer	freighter
stride	strider
strider	striker
strider	striper
liberty	libertine
mason	moisten
unmade	unpaid
amorous	avarice
adulterer	adultery
confession	confection
connection	confection
deadly	medley
repentance	repentant
relent	resent
repent	resent
extravagance	extravagant
barely	rarely
woodwork	woodworker
chisel	chiseled
flooring	florin
gripe	gripes
irrigate	irritate
forehead	warhead
glossy	glossary
mustache	mustached
deadhead	redhead
raffle	riffle
riddle	riffle
riffle	rifle
riffle	ruffle
riffle	wriggle
riffle	ripple
ruffle	truffle
trouble	truffle
weary	wearied
weird	wearied
wiry	wearied
brassy	brasserie
compile	compiler
shirking	shocking
shirking	working
sobbing	sopping
vendee	vendor
pester	pestered
caliph	callous
callous	keyless
rightness	whiteness
witness	whiteness
involve	involved
active	octave
squalor	squatter
squat	squatter
stretch	stretched
stretch	stretcher
stretched	stretcher
walkout	workout
impugn	impute
supplement	supplicant
pretension	pretentious
pretension	prevention
opulence	opulent
affluence	affluent
playing	plating
plating	plaything
degradation	depredation
depravation	depredation
derivation	depravation
rooted	rotted
mobility	nobility
massive	missive
missing	missive
fasting	lasting
lasting	blasting
lasting	listing
eon	paean
eon	peon
lengthen	lengthened
contiguous	continuous
continual	continuous
continuous	continuance
continual	continuum
continuous	continuum
debris	debrief
dispose	disposed
landfall	landfill
defuse	refuse
dubbing	subbing
rubbing	subbing
sobbing	subbing
subbing	sucking
impair	impaired
impaired	impelled
smash	smasher
smashed	smasher
pasted	wasted
lector	rector
nectar	rector
rector	renter
rector	sector
rector	vector
wrecked	rector
wrecker	rector
link	lynx
linked	lynx
lynx	blinks
fix	affix
sender	spender
slender	spender
spend	spender
spender	surrender
incest	infest
infect	infest
infest	invest
inventor	investor
invest	investor
millennial	millennium
pendulous	pendulum
whenever	wherever
clenched	clinched
clinch	clinched
clinch	clincher
clinched	clincher
puckish	punish
punish	punished
bargain	bargainer
negotiate	negotiator
detonation	destination
locate	locator
petition	position
region	regent
advertise	advertised
advertise	advertiser
advertised	advertiser
solicit	solicitor
stacks	surtax
transaction	transactions
name	names
aggressive	regressive
regressive	progressive
hostility	hostilities
belittle	belittled
caliph	callus
callus	malice
callus	palace
callus	keyless
redness	readiness
redness	rudeness
rudeness	ruinous
rudeness	shrewdness
appeal	appease
appease	unease
excitement	incitement
hansom	ransom
ransom	transom
sneering	snoring
marble	marbled
marble	marbles
marbled	marbles
marble	marshal
marshal	partial
marble	marvel
marshal	marvel
martial	marvel
launder	lender
carnal	carpal
carpal	carpet
fraction	fractious
clamor	clamber
shuffle	shuffler
keyboard	seaboard
competence	competency
scald	skilled
ripple	rippled
rippled	crippled
tipple	topple
toddle	topple
toggle	topple
sketch	sketchy
crochet	croquet
ejection	injection
ejection	rejection
beaded	needed
beaded	seeded
needed	seeded
arrange	arranged
arranged	arranger
amend	commend
command	commend
commence	commend
categorize	categorized
rearrange	prearrange
sequence	sequent
inborn	unborn
recourse	resource
western	westerner
ante	antsy
anti	antsy
auntie	antsy
pansy	tansy
pretty	privy
prissy	privy
affective	elective
nix	onyx
addle	addled
addled	saddled
annul	annals
charm	charmer
charmer	charter
charter	chartered
radial	radius
radial	radium
radium	radius
praetor	preach
praetor	preacher
peachy	preachy
preach	preachy
preacher	preachy
clustered	flustered
fluster	flustered
procure	procurer
optic	uptick
decease	deceased
decease	deceit
decease	deceive
defy	define
defy	deny
tricky	trickery
misdeed	mislead
misdeed	misread
mislead	misread
perjure	perjurer
perjurer	perjury
commission	commissioned
commission	commissioner
commissioned	commissioner
compote	compost
reluctance	reluctant
loosen	lucent
loosened	lucent
patchy	apache
director	directory
football	footfall
parade	pervade
complement	compliment
compliment	compliments
scattered	spattered
spatter	spattered
spattered	splattered
billionth	millionth
million	millionth
multiply	multiplied
officer	oftener
often	oftener
often	soften
bounce	bouncer
bouncer	bouncy
bouncer	bounder
sector	specter
averse	avert
verse	averse
philosopher	philosophy
memorize	mesmerize
review	revue
analogous	analysis
device	devise
devise	divide
devise	divine
devise	revise
revise	revised
revise	revive
doctoral	doctorate
analyze	analyzed
analyze	analyzer
analyzed	analyzer
studded	studied
browser	trouser
analyst	panelist
coating	combing
coding	combing
coating	coping
coding	coping
combing	coping
coping	roping
commuting	computing
configure	configured
delete	deplete
gaming	gaping
gaping	shaping
gaping	taping
gaming	naming
interface	interfaith
interface	interlace
resell	reset
virtual	virtually
backward	backwards
temperate	template
libration	vibration
depart	deport
deport	support
judge	adjudge
federal	femoral
airforce	enforce
endorse	enforce
enforce	enforced
enforce	enforcer
enforced	enforcer
endorsement	enforcement
legality	illegality
legality	lethality
legislator	legislature
slander	slender
regret	regrets
healthful	helpful
flattering	fluttering
riddle	riddled
riddled	rippled
clobber	slobber
villa	villain
hellish	relish
rasp	raspy
affecting	effective
affecting	affective
affective	defective
defective	detective
effective	defective
benevolence	benevolent
intention	inattention
causative	positive
reliance	reliant
according	awarding
according	recording
bliss	blitz
blitz	glitz
delirious	delirium
awaited	elated
weighted	awaited
elated	belated
belated	related
clanging	clapping
fearful	tearful
tearful	cheerful
please	pleaser
pleased	pleaser
civil	swivel
labor	labored
labored	laborer
drunken	shrunken
tailed	tailored
tailor	tailored
tailored	tapered
fescue	rescue
rescue	rescuer
rescued	rescuer
parity	rarity
startle	startled
fearful	fitful
fitful	fateful
fitful	fistful
horrify	horrified
fortify	fortified
fortified	mortified
fortify	mortify
mortify	mortified
encourage	encouraged
advise	advised
advised	advisor
advise	adviser
advised	adviser
adviser	advisory
advisor	advisory
borrow	borrower
offing	offering
present	presenter
receive	received
received	receiver
recede	received
received	relieved
register	registered
unearth	unnerve
sever	severed
evasive	invasive
missing	mincing
mincing	mixing
missing	mixing
maple	mayoral
maple	papal
foreign	foreman
foreman	formal
processional	professional
businessman	businessmen
mastery	masterly
papaw	pauper
fancy	fancied
fancied	fancier
fancy	fancier
fancy	fiancee
cage	cagey
balsa	balsam
spiffy	spinney
rumen	crewman
dependence	dependent
defendant	dependent
ascendant	descendant
defendant	descendant
dependent	descendant
ascendant	descendent
defendant	descendent
dependent	descendent
destined	destiny
orphan	orphaned
spank	swank
establish	established
activate	activator
originate	originator
operation	operations
mange	mangy
manger	mangy
bottom	bottomed
statue	statute
sculptor	sculpture
growling	trolling
rolling	trolling
porcupine	porcupines
falcon	falconer
basic	basis
twirl	twirler
squander	squandered
pampering	tampering
wedded	wedged
wedded	wooded
foray	forte
worship	worshiper
worship	worshipped
worshiper	worshipped
credit	creditor
creditor	predator
harness	harshness
harness	hardness
hardness	harshness
moustache	mustang
moustache	mustached
manufacture	manufactured
manufactured	manufacturer
puller	pulsar
oppress	depress
press	oppress
oppress	suppress
oppress	oppressed
tidal	twiddle
twaddle	twiddle
coastal	postal
undock	unlock
unlock	unlocked
imitate	imitator
dominance	dominant
weekday	workday
lifter	shifter
shift	shifter
shifter	shifty
supervise	supervised
supervised	supervisor
supervisor	supervisory
vocation	evocation
raining	draining
draining	training
reigning	draining
training	straining
ambition	ambitious
motto	macho
perverse	pervert
prostate	prostrate
manna	manta
manta	mantel
manta	mantle
